state,county,Barack Obama,Mitt Romney,Other_2012,Total Votes_2012,Winner_2012,Margin_2012,Donald Trump,Hillary Clinton,Other_2016,Total Votes_2016,Winner_2016,Margin_2016,Total_Votes_Percent_Change
Texas,Borden,32,324,7,363,Mitt Romney,292,330,31,4,365,Donald Trump,299,0.55
Texas,Bosque,1367,5885,104,7356,Mitt Romney,4518,6339,1278,221,7838,Donald Trump,5061,6.55
Texas,Bowie,10196,24869,339,35404,Mitt Romney,14673,24924,8838,840,34602,Donald Trump,16086,-2.27
Texas,Brazoria,34421,70862,1456,106739,Mitt Romney,36441,72791,43200,5190,121181,Donald Trump,29591,13.53
Texas,Brazos,17477,37209,1276,55962,Mitt Romney,19732,38738,23121,5352,67211,Donald Trump,15617,20.1
Texas,Brewster,1765,1976,126,3867,Mitt Romney,211,2077,1873,302,4252,Donald Trump,204,9.96
Texas,Briscoe,117,578,7,702,Mitt Romney,461,625,91,20,736,Donald Trump,534,4.84
Texas,Brooks,1886,507,10,2403,Barack Obama,1379,613,1937,46,2596,Hillary Clinton,1324,8.03
Texas,Brown,1904,11895,148,13947,Mitt Romney,9991,12017,1621,388,14026,Donald Trump,10396,0.57
Texas,Burleson,1705,4671,80,6456,Mitt Romney,2966,5316,1491,153,6960,Donald Trump,3825,7.81
Texas,Burnet,3674,12843,279,16796,Mitt Romney,9169,14638,3797,769,19204,Donald Trump,10841,14.34
Texas,Caldwell,4791,6021,256,11068,Mitt Romney,1230,6691,4795,606,12092,Donald Trump,1896,9.25
Texas,Calhoun,2410,4144,94,6648,Mitt Romney,1734,4638,2118,209,6965,Donald Trump,2520,4.77
Texas,Callahan,751,4378,68,5197,Mitt Romney,3627,4865,569,145,5579,Donald Trump,4296,7.35
Texas,Cameron,49975,26099,821,76895,Barack Obama,23876,29472,59402,3205,92079,Hillary Clinton,29930,19.75
Texas,Camp,1428,2881,26,4335,Mitt Romney,1453,3201,1260,81,4542,Donald Trump,1941,4.78
Texas,Carson,292,2451,35,2778,Mitt Romney,2159,2620,249,95,2964,Donald Trump,2371,6.7
Texas,Cass,2924,8763,101,11788,Mitt Romney,5839,9726,2391,227,12344,Donald Trump,7335,4.72
Texas,Castro,630,1470,19,2119,Mitt Romney,840,1414,526,57,1997,Donald Trump,888,-5.76
Texas,Chambers,2790,11787,158,14735,Mitt Romney,8997,13339,2948,499,16786,Donald Trump,10391,13.92
Texas,Cherokee,3875,12094,157,16126,Mitt Romney,8219,12919,3469,402,16790,Donald Trump,9450,4.12
Texas,Childress,320,1665,11,1996,Mitt Romney,1345,1802,253,29,2084,Donald Trump,1549,4.41
Texas,Clay,740,4266,51,5057,Mitt Romney,3526,4377,536,105,5018,Donald Trump,3841,-0.77
Texas,Cochran,256,649,12,917,Mitt Romney,393,679,190,32,901,Donald Trump,489,-1.74
Texas,Coke,179,1218,11,1408,Mitt Romney,1039,1265,140,18,1423,Donald Trump,1125,1.07
Texas,Coleman,442,3012,38,3492,Mitt Romney,2570,3177,388,78,3643,Donald Trump,2789,4.32
Texas,Collin,101415,196888,4518,302821,Mitt Romney,95473,201014,140624,19781,361419,Donald Trump,60390,19.35
Texas,Collingsworth,177,962,11,1150,Mitt Romney,785,983,145,28,1156,Donald Trump,838,0.52
Texas,Colorado,2029,6026,62,8117,Mitt Romney,3997,6325,1987,201,8513,Donald Trump,4338,4.88
Texas,Comal,11450,39318,761,51529,Mitt Romney,27868,45136,14238,2804,62178,Donald Trump,30898,20.67
Texas,Comanche,890,3944,72,4906,Mitt Romney,3054,4333,789,115,5237,Donald Trump,3544,6.75
Texas,Concho,194,793,14,1001,Mitt Romney,599,885,148,35,1068,Donald Trump,737,6.69
Texas,Cooke,2246,11951,154,14351,Mitt Romney,9705,13181,2352,422,15955,Donald Trump,10829,11.18
Texas,Coryell,5158,11220,226,16604,Mitt Romney,6062,12225,5064,964,18253,Donald Trump,7161,9.93
Texas,Cottle,180,555,6,741,Mitt Romney,375,506,92,14,612,Donald Trump,414,-17.41
Texas,Crane,275,985,23,1283,Mitt Romney,710,1049,299,36,1384,Donald Trump,750,7.87
Texas,Crockett,480,957,20,1457,Mitt Romney,477,980,372,43,1395,Donald Trump,608,-4.26
Texas,Crosby,639,1132,16,1787,Mitt Romney,493,1181,468,79,1728,Donald Trump,713,-3.3
Texas,Culberson,568,295,16,879,Barack Obama,273,280,454,33,767,Hillary Clinton,174,-12.74
Texas,Dallam,253,1248,33,1534,Mitt Romney,995,1261,222,61,1544,Donald Trump,1039,0.65
Texas,Dallas,405571,295813,8733,710117,Barack Obama,109758,262945,461080,34948,758973,Hillary Clinton,198135,6.88
Texas,Dawson,1019,2591,32,3642,Mitt Romney,1572,2636,835,92,3563,Donald Trump,1801,-2.17
Texas,Deaf Smith,1239,3042,28,4309,Mitt Romney,1803,2911,1185,120,4216,Donald Trump,1726,-2.16
Texas,Delta,454,1524,40,2018,Mitt Romney,1070,1836,400,45,2281,Donald Trump,1436,13.03
Texas,Denton,80978,157579,4224,242781,Mitt Romney,76601,170603,110890,17152,298645,Donald Trump,59713,23.01
Texas,Dewitt,1467,5122,49,6638,Mitt Romney,3655,5519,1163,162,6844,Donald Trump,4356,3.1
Texas,Dickens,216,793,10,1019,Mitt Romney,577,755,128,26,909,Donald Trump,627,-10.79
Texas,Dimmit,2141,762,14,2917,Barack Obama,1379,974,2173,78,3225,Hillary Clinton,1199,10.56
Texas,Donley,226,1287,22,1535,Mitt Romney,1061,1225,191,49,1465,Donald Trump,1034,-4.56
Texas,Duval,3331,980,33,4344,Barack Obama,2351,1316,2783,69,4168,Hillary Clinton,1467,-4.05
Texas,Eastland,970,5444,81,6495,Mitt Romney,4474,6011,776,176,6963,Donald Trump,5235,7.21
Texas,Ector,8118,24010,385,32513,Mitt Romney,15892,25020,10249,1261,36530,Donald Trump,14771,12.36
Texas,Edwards,232,642,10,884,Mitt Romney,410,746,303,24,1073,Donald Trump,443,21.38
Texas,El Paso,112952,57150,2310,172412,Barack Obama,55802,55512,147843,10653,214008,Hillary Clinton,92331,24.13
Texas,Ellis,13881,39574,696,54151,Mitt Romney,25693,44941,16253,2479,63673,Donald Trump,28688,17.58
Texas,Erath,1965,10329,179,12473,Mitt Romney,8364,11210,2160,523,13893,Donald Trump,9050,11.38
Texas,Falls,2033,3356,45,5434,Mitt Romney,1323,3441,1684,123,5248,Donald Trump,1757,-3.42
Texas,Fannin,2486,8161,157,10804,Mitt Romney,5675,9548,2132,364,12044,Donald Trump,7416,11.48
Texas,Fayette,2315,8106,130,10551,Mitt Romney,5791,8743,2144,287,11174,Donald Trump,6599,5.9
Texas,Fisher,512,1094,23,1629,Mitt Romney,582,1265,403,61,1729,Donald Trump,862,6.14
Texas,Floyd,551,1523,11,2085,Mitt Romney,972,1474,435,50,1959,Donald Trump,1039,-6.04
Texas,Foard,140,348,7,495,Mitt Romney,208,383,113,17,513,Donald Trump,270,3.64
Texas,Fort Bend,101144,116126,2219,219489,Mitt Romney,14982,117291,134686,10089,262066,Hillary Clinton,17395,19.4
Texas,Franklin,751,3446,60,4257,Mitt Romney,2695,3585,665,130,4380,Donald Trump,2920,2.89
Texas,Freestone,1850,5646,74,7570,Mitt Romney,3796,6026,1471,187,7684,Donald Trump,4555,1.51
Texas,Frio,2376,1559,33,3968,Barack Obama,817,1856,2444,100,4400,Hillary Clinton,588,10.89
Texas,Gaines,535,3484,47,4066,Mitt Romney,2949,3907,597,116,4620,Donald Trump,3310,13.63
Texas,Galveston,39511,69059,1508,110078,Mitt Romney,29548,73757,43658,5488,122903,Donald Trump,30099,11.65
Texas,Garza,279,1263,18,1560,Mitt Romney,984,1225,230,29,1484,Donald Trump,995,-4.87
Texas,Gillespie,2055,10306,189,12550,Mitt Romney,8251,10446,2288,480,13214,Donald Trump,8158,5.29
Texas,Glasscock,44,526,8,578,Mitt Romney,482,553,34,17,604,Donald Trump,519,4.5
Texas,Goliad,1127,2294,37,3458,Mitt Romney,1167,2620,973,115,3708,Donald Trump,1647,7.23
Texas,Gonzales,1777,4216,64,6057,Mitt Romney,2439,4587,1571,176,6334,Donald Trump,3016,4.57
Texas,Gray,886,6443,60,7389,Mitt Romney,5557,6500,701,204,7405,Donald Trump,5799,0.22
Texas,Grayson,10670,30936,658,42264,Mitt Romney,20266,35325,10301,1790,47416,Donald Trump,25024,12.19
Texas,Gregg,12398,28742,367,41507,Mitt Romney,16344,28764,11677,1308,41749,Donald Trump,17087,0.58
Texas,Grimes,2339,6141,121,8601,Mitt Romney,3802,7065,2194,274,9533,Donald Trump,4871,10.84
Texas,Guadalupe,15744,33117,653,49514,Mitt Romney,17373,36632,18391,2799,57822,Donald Trump,18241,16.78
Texas,Hale,2243,6490,121,8854,Mitt Romney,4247,6366,2101,391,8858,Donald Trump,4265,0.05
Texas,Hall,265,832,12,1109,Mitt Romney,567,893,164,34,1091,Donald Trump,729,-1.62
Texas,Hamilton,591,2918,43,3552,Mitt Romney,2327,3060,479,81,3620,Donald Trump,2581,1.91
Texas,Hansford,159,1788,15,1962,Mitt Romney,1629,1730,171,46,1947,Donald Trump,1559,-0.76
Texas,Hardeman,302,1176,17,1495,Mitt Romney,874,1207,249,57,1513,Donald Trump,958,1.2
Texas,Hardin,3359,17746,192,21297,Mitt Romney,14387,19606,2780,394,22780,Donald Trump,16826,6.96
Texas,Harris,587044,586073,15468,1188585,Barack Obama,971,545955,707914,58243,1312112,Hillary Clinton,161959,10.39
Texas,Harrison,8456,17512,202,26170,Mitt Romney,9056,18749,7151,648,26548,Donald Trump,11598,1.44
Texas,Hartley,184,1708,21,1913,Mitt Romney,1524,1730,173,49,1952,Donald Trump,1557,2.04
Texas,Haskell,553,1424,36,2013,Mitt Romney,871,1403,314,53,1770,Donald Trump,1089,-12.07
Texas,Hays,25537,31661,1813,59011,Mitt Romney,6124,33826,33224,5114,72164,Donald Trump,602,22.29
Texas,Hemphill,192,1298,19,1509,Mitt Romney,1106,1462,181,52,1695,Donald Trump,1281,12.33
Texas,Henderson,6106,21231,290,27627,Mitt Romney,15125,23650,5669,726,30045,Donald Trump,17981,8.75
Texas,Hidalgo,97969,39865,1325,139159,Barack Obama,58104,48642,118809,5986,173437,Hillary Clinton,70167,24.63
Texas,Hill,2752,9132,161,12045,Mitt Romney,6380,10108,2547,315,12970,Donald Trump,7561,7.68
Texas,Hockley,1486,5546,102,7134,Mitt Romney,4060,5809,1260,242,7311,Donald Trump,4549,2.48
Texas,Hood,3843,18409,283,22535,Mitt Romney,14566,21382,4008,872,26262,Donald Trump,17374,16.54
Texas,Hopkins,2777,9836,140,12753,Mitt Romney,7059,10707,2510,321,13538,Donald Trump,8197,6.16
Texas,Houston,2265,5880,69,8214,Mitt Romney,3615,6205,1978,170,8353,Donald Trump,4227,1.69
Texas,Howard,2110,6453,132,8695,Mitt Romney,4343,6637,1770,316,8723,Donald Trump,4867,0.32
Texas,Hudspeth,379,471,13,863,Mitt Romney,92,503,324,44,871,Donald Trump,179,0.93
Texas,Hunt,6671,21011,367,28049,Mitt Romney,14340,23910,6396,1248,31554,Donald Trump,17514,12.5
Texas,Hutchinson,1045,6804,79,7928,Mitt Romney,5759,7042,854,259,8155,Donald Trump,6188,2.86
Texas,Irion,112,668,8,788,Mitt Romney,556,660,90,16,766,Donald Trump,570,-2.79
Texas,Jack,303,2580,25,2908,Mitt Romney,2277,2973,314,63,3350,Donald Trump,2659,15.2
Texas,Jackson,1070,3906,49,5025,Mitt Romney,2836,4266,904,132,5302,Donald Trump,3362,5.51
Texas,Jasper,3423,9957,137,13517,Mitt Romney,6534,10609,2590,220,13419,Donald Trump,8019,-0.73
Texas,Jeff Davis,440,719,33,1192,Mitt Romney,279,695,422,74,1191,Donald Trump,273,-0.08
Texas,Jefferson,44668,43242,717,88627,Barack Obama,1426,42862,42443,2313,87618,Donald Trump,419,-1.14
Texas,Jim Hogg,1301,356,10,1667,Barack Obama,945,430,1635,54,2119,Hillary Clinton,1205,27.11
Texas,Jim Wells,6492,4598,76,11166,Barack Obama,1894,5420,6694,265,12379,Hillary Clinton,1274,10.86
Texas,Johnson,10496,37661,681,48838,Mitt Romney,27165,44382,10988,2236,57606,Donald Trump,33394,17.95
Texas,Jones,1226,4262,79,5567,Mitt Romney,3036,4819,936,205,5960,Donald Trump,3883,7.06
Texas,Karnes,1325,2825,35,4185,Mitt Romney,1500,2965,1145,88,4198,Donald Trump,1820,0.31
Texas,Kaufman,9472,24846,352,34670,Mitt Romney,15374,29587,10278,1400,41265,Donald Trump,19309,19.02
Texas,Kendall,3043,14508,232,17783,Mitt Romney,11465,15700,3643,777,20120,Donald Trump,12057,13.14
Texas,Kenedy,82,84,1,167,Mitt Romney,2,84,99,3,186,Hillary Clinton,15,11.38
Texas,Kent,66,335,4,405,Mitt Romney,269,360,59,15,434,Donald Trump,301,7.16
Texas,Kerr,4338,17274,267,21879,Mitt Romney,12936,17727,4681,889,23297,Donald Trump,13046,6.48
Texas,Kimble,217,1667,8,1892,Mitt Romney,1450,1697,206,49,1952,Donald Trump,1491,3.17
Texas,King,5,139,1,145,Mitt Romney,134,149,5,5,159,Donald Trump,144,9.66
Texas,Kinney,522,880,23,1425,Mitt Romney,358,936,458,36,1430,Donald Trump,478,0.35
Texas,Kleberg,4754,4058,95,8907,Barack Obama,696,4367,4716,429,9512,Hillary Clinton,349,6.79
Texas,Knox,332,1160,18,1510,Mitt Romney,828,1078,247,42,1367,Donald Trump,831,-9.47
Texas,La Salle,965,669,12,1646,Barack Obama,296,872,1129,58,2059,Hillary Clinton,257,25.09
Texas,Lamar,4181,12826,190,17197,Mitt Romney,8645,14561,3583,467,18611,Donald Trump,10978,8.22
Texas,Lamb,998,3058,35,4091,Mitt Romney,2060,3111,771,113,3995,Donald Trump,2340,-2.35
Texas,Lampasas,1479,5621,104,7204,Mitt Romney,4142,6385,1483,337,8205,Donald Trump,4902,13.9
Texas,Lavaca,1428,6796,70,8294,Mitt Romney,5368,7347,1170,144,8661,Donald Trump,6177,4.42
Texas,Lee,1632,4507,82,6221,Mitt Romney,2875,4997,1372,166,6535,Donald Trump,3625,5.05
Texas,Leon,1062,5814,69,6945,Mitt Romney,4752,6391,909,139,7439,Donald Trump,5482,7.11
Texas,Liberty,5202,17323,221,22746,Mitt Romney,12121,18892,4862,513,24267,Donald Trump,14030,6.69
Texas,Limestone,2208,5288,67,7563,Mitt Romney,3080,5796,1778,165,7739,Donald Trump,4018,2.33
Texas,Lipscomb,119,1044,5,1168,Mitt Romney,925,1159,135,38,1332,Donald Trump,1024,14.04
Texas,Live Oak,919,3154,40,4113,Mitt Romney,2235,3464,742,96,4302,Donald Trump,2722,4.6
Texas,Llano,1822,7610,126,9558,Mitt Romney,5788,8299,1825,323,10447,Donald Trump,6474,9.3
Texas,Loving,9,54,1,64,Mitt Romney,45,58,4,3,65,Donald Trump,54,1.56
Texas,Lubbock,26271,63469,1444,91184,Mitt Romney,37198,65651,28023,5339,99013,Donald Trump,37628,8.59
Texas,Lynn,506,1439,14,1959,Mitt Romney,933,1546,403,60,2009,Donald Trump,1143,2.55
Texas,Madison,967,3028,33,4028,Mitt Romney,2061,3351,881,57,4289,Donald Trump,2470,6.48
Texas,Marion,1495,2733,54,4282,Mitt Romney,1238,2983,1165,90,4238,Donald Trump,1818,-1.03
Texas,Martin,248,1368,8,1624,Mitt Romney,1120,1455,266,41,1762,Donald Trump,1189,8.5
Texas,Mason,380,1565,23,1968,Mitt Romney,1185,1656,354,47,2057,Donald Trump,1302,4.52
Texas,Matagorda,3980,8040,113,12133,Mitt Romney,4060,8366,3500,330,12196,Donald Trump,4866,0.52
Texas,Maverick,8303,2171,89,10563,Barack Obama,6132,2816,10397,375,13588,Hillary Clinton,7581,28.64
Texas,McCulloch,537,2419,37,2993,Mitt Romney,1882,2552,482,69,3103,Donald Trump,2070,3.68
Texas,McLennan,25694,47903,944,74541,Mitt Romney,22209,48260,27063,3752,79075,Donald Trump,21197,6.08
Texas,McMullen,67,431,5,503,Mitt Romney,364,454,40,5,499,Donald Trump,414,-0.8
Texas,Medina,4784,11079,186,16049,Mitt Romney,6295,12085,4634,527,17246,Donald Trump,7451,7.46
Texas,Menard,171,665,13,849,Mitt Romney,494,682,154,28,864,Donald Trump,528,1.77
Texas,Midland,8286,35689,622,44597,Mitt Romney,27403,36973,10025,2214,49212,Donald Trump,26948,10.35
Texas,Milam,2636,5481,113,8230,Mitt Romney,2845,6364,2051,249,8664,Donald Trump,4313,5.27
Texas,Mills,279,1882,40,2201,Mitt Romney,1603,1951,243,51,2245,Donald Trump,1708,2
Texas,Mitchell,538,1756,22,2316,Mitt Romney,1218,1780,354,62,2196,Donald Trump,1426,-5.18
Texas,Montague,1116,6549,86,7751,Mitt Romney,5433,7526,885,193,8604,Donald Trump,6641,11.01
Texas,Montgomery,32920,137969,2224,173113,Mitt Romney,105049,150314,45835,8483,204632,Donald Trump,104479,18.21
Texas,Moore,964,3968,53,4985,Mitt Romney,3004,3977,1098,209,5284,Donald Trump,2879,6
Texas,Morris,1858,3232,49,5139,Mitt Romney,1374,3446,1425,102,4973,Donald Trump,2021,-3.23
Texas,Motley,55,538,7,600,Mitt Romney,483,566,40,9,615,Donald Trump,526,2.5
Texas,Nacogdoches,6465,13925,263,20653,Mitt Romney,7460,14771,6846,1005,22622,Donald Trump,7925,9.53
Texas,Navarro,4350,10847,167,15364,Mitt Romney,6497,11994,4002,437,16433,Donald Trump,7992,6.96
Texas,Newton,1677,4112,80,5869,Mitt Romney,2435,4288,1156,90,5534,Donald Trump,3132,-5.71
Texas,Nolan,1216,3282,77,4575,Mitt Romney,2066,3552,1029,276,4857,Donald Trump,2523,6.16
Texas,Nueces,45772,48966,1366,96104,Mitt Romney,3194,50766,49198,4441,104405,Donald Trump,1568,8.64
Texas,Ochiltree,253,2719,21,2993,Mitt Romney,2466,2628,274,100,3002,Donald Trump,2354,0.3
Texas,Oldham,71,790,8,869,Mitt Romney,719,850,78,20,948,Donald Trump,772,9.09
Texas,Orange,6800,23366,352,30518,Mitt Romney,16566,25513,5735,752,32000,Donald Trump,19778,4.86
Texas,Palo Pinto,1811,7393,133,9337,Mitt Romney,5582,8284,1708,278,10270,Donald Trump,6576,9.99
Texas,Panola,2211,7950,69,10230,Mitt Romney,5739,8445,1835,136,10416,Donald Trump,6610,1.82
Texas,Parker,7853,39243,598,47694,Mitt Romney,31390,46473,8344,2000,56817,Donald Trump,38129,19.13
Texas,Parmer,529,2011,14,2554,Mitt Romney,1482,1915,485,66,2466,Donald Trump,1430,-3.45
Texas,Pecos,1591,2512,47,4150,Mitt Romney,921,2468,1554,163,4185,Donald Trump,914,0.84
Texas,Polk,4859,14071,204,19134,Mitt Romney,9212,15176,4187,489,19852,Donald Trump,10989,3.75
Texas,Potter,7126,18918,406,26450,Mitt Romney,11792,19630,7657,1364,28651,Donald Trump,11973,8.32
Texas,Presidio,1282,504,31,1817,Barack Obama,778,652,1458,98,2208,Hillary Clinton,806,21.52
Texas,Rains,761,3279,47,4087,Mitt Romney,2518,3968,628,105,4701,Donald Trump,3340,15.02
Texas,Randall,7574,41447,675,49696,Mitt Romney,33873,43462,8367,2476,54305,Donald Trump,35095,9.27
Texas,Reagan,158,676,9,843,Mitt Romney,518,709,167,28,904,Donald Trump,542,7.24
Texas,Real,277,1236,22,1535,Mitt Romney,959,1382,262,37,1681,Donald Trump,1120,9.51
Texas,Red River,1482,3549,43,5074,Mitt Romney,2067,3926,1149,86,5161,Donald Trump,2777,1.71
Texas,Reeves,1655,1188,34,2877,Barack Obama,467,1417,1659,108,3184,Hillary Clinton,242,10.67
Texas,Refugio,998,1663,16,2677,Mitt Romney,665,1830,1034,84,2948,Donald Trump,796,10.12
Texas,Roberts,33,468,7,508,Mitt Romney,435,524,20,10,554,Donald Trump,504,9.06
Texas,Robertson,2798,4419,70,7287,Mitt Romney,1621,4668,2203,164,7035,Donald Trump,2465,-3.46
Texas,Rockwall,8120,27113,445,35678,Mitt Romney,18993,28451,9655,1842,39948,Donald Trump,18796,11.97
Texas,Runnels,519,3104,45,3668,Mitt Romney,2585,3250,453,79,3782,Donald Trump,2797,3.11
Texas,Rusk,4451,13924,171,18546,Mitt Romney,9473,14675,3935,384,18994,Donald Trump,10740,2.42
Texas,Sabine,807,3727,44,4578,Mitt Romney,2920,3998,614,39,4651,Donald Trump,3384,1.59
Texas,San Augustine,1193,2469,28,3690,Mitt Romney,1276,2622,910,37,3569,Donald Trump,1712,-3.28
Texas,San Jacinto,2410,7107,99,9616,Mitt Romney,4697,8059,2038,246,10343,Donald Trump,6021,7.56
Texas,San Patricio,7856,12005,217,20078,Mitt Romney,4149,13030,7871,755,21656,Donald Trump,5159,7.86
Texas,San Saba,323,1905,31,2259,Mitt Romney,1582,2025,293,39,2357,Donald Trump,1732,4.34
Texas,Schleicher,221,787,9,1017,Mitt Romney,566,821,208,30,1059,Donald Trump,613,4.13
Texas,Scurry,838,4124,65,5027,Mitt Romney,3286,4410,733,146,5289,Donald Trump,3677,5.21
Texas,Shackelford,131,1218,14,1363,Mitt Romney,1087,1378,103,23,1504,Donald Trump,1275,10.34
Texas,Shelby,2322,6879,83,9284,Mitt Romney,4557,7179,1758,149,9086,Donald Trump,5421,-2.13
Texas,Sherman,121,908,9,1038,Mitt Romney,787,807,96,32,935,Donald Trump,711,-9.92
Texas,Smith,21456,57331,814,79601,Mitt Romney,35875,58930,22300,3538,84768,Donald Trump,36630,6.49
Texas,Somervell,613,2871,54,3538,Mitt Romney,2258,3206,541,150,3897,Donald Trump,2665,10.15
Texas,Starr,10260,1547,76,11883,Barack Obama,8713,2224,9289,227,11740,Hillary Clinton,7065,-1.2
Texas,Stephens,475,2892,45,3412,Mitt Romney,2417,3034,348,79,3461,Donald Trump,2686,1.44
Texas,Sterling,31,459,4,494,Mitt Romney,428,549,70,14,633,Donald Trump,479,28.14
Texas,Stonewall,160,507,8,675,Mitt Romney,347,555,135,11,701,Donald Trump,420,3.85
Texas,Sutton,369,1110,10,1489,Mitt Romney,741,1075,313,28,1416,Donald Trump,762,-4.9
Texas,Swisher,579,1655,36,2270,Mitt Romney,1076,1671,462,71,2204,Donald Trump,1209,-2.91
Texas,Tarrant,253071,348920,8899,610890,Mitt Romney,95849,345921,288392,34201,668514,Donald Trump,57529,9.43
Texas,Taylor,9750,32904,609,43263,Mitt Romney,23154,33250,10085,2424,45759,Donald Trump,23165,5.77
Texas,Terrell,184,358,13,555,Mitt Romney,174,288,140,10,438,Donald Trump,148,-21.08
Texas,Terry,1059,2602,48,3709,Mitt Romney,1543,2459,753,143,3355,Donald Trump,1706,-9.54
Texas,Throckmorton,109,700,4,813,Mitt Romney,591,715,84,9,808,Donald Trump,631,-0.62
Texas,Titus,2648,6084,122,8854,Mitt Romney,3436,6511,2597,311,9419,Donald Trump,3914,6.38
Texas,Tom Green,9294,26878,548,36720,Mitt Romney,17584,27494,9173,1812,38479,Donald Trump,18321,4.79
Texas,Travis,232788,140152,14117,387057,Barack Obama,92636,127209,308260,33251,468720,Hillary Clinton,181051,21.1
Texas,Trinity,1614,4537,84,6235,Mitt Romney,2923,4737,1154,94,5985,Donald Trump,3583,-4.01
Texas,Tyler,1668,5910,76,7654,Mitt Romney,4242,6624,1248,144,8016,Donald Trump,5376,4.73
Texas,Upshur,2971,12015,152,15138,Mitt Romney,9044,13209,2380,424,16013,Donald Trump,10829,5.78
Texas,Upton,333,953,14,1300,Mitt Romney,620,1007,286,54,1347,Donald Trump,721,3.62
Texas,Uvalde,3825,4529,81,8435,Mitt Romney,704,4835,3867,262,8964,Donald Trump,968,6.27
Texas,Val Verde,6285,5635,161,12081,Barack Obama,650,5890,6964,763,13617,Hillary Clinton,1074,12.71
Texas,Van Zandt,3084,15794,222,19100,Mitt Romney,12710,18473,2799,618,21890,Donald Trump,15674,14.61
Texas,Victoria,8802,19692,359,28853,Mitt Romney,10890,21275,8866,982,31123,Donald Trump,12409,7.87
Texas,Walker,6252,12140,293,18685,Mitt Romney,5888,12884,6091,821,19796,Donald Trump,6793,5.95
Texas,Waller,6514,9244,144,15902,Mitt Romney,2730,10531,5748,505,16784,Donald Trump,4783,5.55
Texas,Ward,841,2366,38,3245,Mitt Romney,1525,2547,783,115,3445,Donald Trump,1764,6.16
Texas,Washington,3381,10857,159,14397,Mitt Romney,7476,10945,3382,501,14828,Donald Trump,7563,2.99
Texas,Webb,37597,11078,435,49110,Barack Obama,26519,12947,42307,1651,56905,Hillary Clinton,29360,15.87
Texas,Wharton,4235,9750,102,14087,Mitt Romney,5515,10149,4238,345,14732,Donald Trump,5911,4.58
Texas,Wheeler,232,1878,18,2128,Mitt Romney,1646,2087,194,25,2306,Donald Trump,1893,8.36
Texas,Wichita,10525,29812,681,41018,Mitt Romney,19287,27631,8770,1718,38119,Donald Trump,18861,-7.07
Texas,Wilbarger,971,2956,53,3980,Mitt Romney,1985,3166,809,130,4105,Donald Trump,2357,3.14
Texas,Willacy,3600,1416,48,5064,Barack Obama,2184,1547,3422,126,5095,Hillary Clinton,1875,0.61
Texas,Williamson,61875,97006,4390,163271,Mitt Romney,35131,104175,84468,14438,203081,Donald Trump,19707,24.38
Texas,Wilson,4821,12218,166,17205,Mitt Romney,7397,13998,4790,644,19432,Donald Trump,9208,12.94
Texas,Winkler,398,1311,16,1725,Mitt Romney,913,1403,420,53,1876,Donald Trump,983,8.75
Texas,Wise,3221,17207,317,20745,Mitt Romney,13986,20670,3412,694,24776,Donald Trump,17258,19.43
Texas,Wood,3056,14351,174,17581,Mitt Romney,11295,15700,2630,397,18727,Donald Trump,13070,6.52
Texas,Yoakum,409,1698,21,2128,Mitt Romney,1289,1797,426,80,2303,Donald Trump,1371,8.22
Texas,Young,992,6225,99,7316,Mitt Romney,5233,6601,876,230,7707,Donald Trump,5725,5.34
Texas,Zapata,2527,997,19,3543,Barack Obama,1530,1029,2063,50,3142,Hillary Clinton,1034,-11.32
Texas,Zavala,3042,574,37,3653,Barack Obama,2468,694,2636,66,3396,Hillary Clinton,1942,-7.04
Utah,Beaver,346,2174,40,2560,Mitt Romney,1828,1838,264,389,2491,Donald Trump,1574,-2.7
Utah,Box Elder,1984,17101,323,19408,Mitt Romney,15117,12230,2282,5223,19735,Donald Trump,9948,1.68
Utah,Cache,6244,35039,1010,42293,Mitt Romney,28795,21139,8563,16455,46157,Donald Trump,12576,9.14
Utah,Carbon,2275,5090,202,7567,Mitt Romney,2815,5275,1717,960,7952,Donald Trump,3558,5.09
Utah,Daggett,94,406,20,520,Mitt Romney,312,331,77,66,474,Donald Trump,254,-8.85
Utah,Davis,21889,96861,2319,121069,Mitt Romney,74972,62219,28776,47416,138411,Donald Trump,33443,14.32
Utah,Duchesne,581,5698,100,6379,Mitt Romney,5117,5508,500,934,6942,Donald Trump,5008,8.83
Utah,Emery,569,3777,103,4449,Mitt Romney,3208,3425,380,484,4289,Donald Trump,3045,-3.6
Utah,Garfield,308,1832,42,2182,Mitt Romney,1524,1606,358,380,2344,Donald Trump,1248,7.42
Utah,Grand,1727,1996,227,3950,Mitt Romney,269,1975,1960,598,4533,Donald Trump,15,14.76
Utah,Iron,2148,14200,353,16701,Mitt Romney,12052,11561,2450,3643,17654,Donald Trump,9111,5.71
Utah,Juab,451,3448,73,3972,Mitt Romney,2997,2827,442,908,4177,Donald Trump,2385,5.16
Utah,Kane,744,2522,105,3371,Mitt Romney,1778,2265,741,499,3505,Donald Trump,1524,3.98
Utah,Millard,431,4478,117,5026,Mitt Romney,4047,3860,431,951,5242,Donald Trump,3429,4.3
Utah,Morgan,403,4114,80,4597,Mitt Romney,3711,3188,577,1427,5192,Donald Trump,2611,12.94
Utah,Piute,74,697,11,782,Mitt Romney,623,626,47,56,729,Donald Trump,579,-6.78
