state,county,median_age,unemployment,total_population,graduate_degree,at_least_bachelor_s_degree,at_least_high_school_diploma,less_than_high_school,median_earnings_2010_dollars,white,black,hispanic,asian,farming_fishing_and_forestry_occupations,construction_extraction_maintenance_and_repair_occupations,management_professional_and_related_occupations,production_transportation_and_material_moving_occupations,sales_and_office_occupations,service_occupations
Virginia,Montgomery,26,0.061,91750,20.5,39.4,88.1,11.9,14763.16539,86.6,3.9,2.4,5.15,0.45,6.55,44.6,9.75,20.15,18.6
Virginia,Nelson,46.4,0.054,15112,8.9,22.9,77.7,22.3,28871.84159,81.9,13.25,3.05,0.3,2.4,14.6,32.55,11.4,17.85,21.15
Virginia,New Kent,41.9,0.056,17783,5.9,22.6,86.3,13.7,35381.96,80.4,14.9,1.45,0.7,0.05,14.9,35.15,9.4,26.45,14.05
Virginia,Newport News,32,0.072,186677,8,23.5,88.9,11.1,26841.67937,47.35,39.95,6.35,2.65,0.3,10.95,31.5,12.4,25.25,19.55
Virginia,Norfolk,29.5,0.079,239437,9.7,23.7,83.9,16.1,24864.25651,45.1,42.7,5.75,3.15,0.3,11.3,30.9,11.45,26.4,19.7
Virginia,Northampton,46.3,0.088,12905,7,18.8,78,22,24004.0308,54.4,36.5,6.6,0.8,6.3,10.9,31.45,10.05,21.8,19.6
Virginia,Northumberland,52.6,0.085,12610,8.8,22.3,84.1,15.9,23637.51905,71.3,25.1,2.25,0.5,2.55,13.9,31.2,11.75,24.3,16.25
Virginia,Norton,40.4,0.067,3823,7.6,20.6,77.6,22.4,24951.19365,90.05,5.65,0.85,1.05,0,12.35,24,15.55,30.3,17.85
Virginia,Nottoway,41.9,0.072,15821,5.8,11.6,72.8,27.2,27318.05174,55.7,38.85,3.4,0.2,2.4,17.4,22.1,11.1,24.25,22.75
Virginia,Orange,42.1,0.066,32810,6.4,21.5,83.5,16.5,31629.79746,81.3,13.05,3.1,0.55,1.15,12.65,32.65,13.55,24.35,15.6
Virginia,Page,42.4,0.101,24034,3.8,11.1,72.5,27.5,24626.66095,95,2,1.55,0.35,1.25,18.05,20.5,18.8,20.9,20.5
Virginia,Patrick,45.4,0.08,18622,2.3,9.5,74.1,25.9,22956.8473,90.3,5.95,2.45,0.2,1.05,11.8,24.3,24.25,23.55,15.05
Virginia,Petersburg,39.6,0.113,32632,4.5,15.2,72,28,25055.07238,16.4,77.7,3.4,0.9,0.15,8,25.5,15.95,25.1,25.35
Virginia,Pittsylvania,43.4,0.073,62331,4,12.8,76,24,25759.60603,74.1,22.45,2.05,0.3,2.4,12.35,22.95,22.6,23.95,15.75
Virginia,Poquoson,42.3,0.054,11962,14.9,36,93.9,6.1,39557.61651,93,0.65,1.75,2.9,1.9,9.25,44.25,7.4,25.3,11.9
Virginia,Portsmouth ,35.3,0.083,98104,6.4,18.7,81.7,18.3,26713.20921,41.55,51.85,2.8,1,0.2,11.55,30.2,12.35,25.3,20.4
Virginia,Powhatan,40.3,0.054,27690,8,21.9,79.3,20.7,33383.08635,80.2,16.75,1.55,0.45,0.75,10.85,42.6,7.2,27.75,10.9
Virginia,Prince Edward,31.4,0.087,22474,7.6,18.5,81.2,18.8,14194.64318,62.35,33.8,1.65,0.5,1.2,9.75,26.35,10.3,21.4,31.05
Virginia,Prince George,36.6,0.065,36044,6.2,17.2,86.1,13.9,33376.33746,56.75,32.65,6.2,1.8,0.1,12.8,31.1,16.7,26.1,13.25
Virginia,Prince William,33.3,0.049,381456,14.7,37.5,88.4,11.6,42966.69206,50.6,19.2,19.4,7.2,0.1,11,42.85,6.95,24.35,14.8
Virginia,Pulaski,43.1,0.065,34891,4.2,13.9,79.1,20.9,25728.25937,91.25,5.6,1.2,0.5,0.4,9,26.15,23.8,25.5,15.1
Virginia,Radford,21.7,0.077,16235,12.8,35.1,88.9,11.1,7026.062222,85.7,8,1.95,2.15,0.2,6.75,34.15,8.6,25.45,24.85
Virginia,Rappahannock,46.8,0.05,7272,13.9,37.4,79.8,20.2,33346.60762,90.1,4.95,2.2,0.4,1.9,15.4,39.8,7.35,20.4,15.1
Virginia,Richmond,32.6,0.085,202595,13,32.6,80.2,19.8,24237.08921,39.4,50.65,5.55,1.95,0.15,7.45,36.55,10,25,20.85
Virginia,Roanoke,40.6,0.0625,186291,9.55,27.25,85.3,14.7,29954.49841,76.875,16.1,3.05,2,0.1,7.6,34.9,14.225,27.8,15.35
Virginia,Rockbridge,45.3,0.059,21809,7.5,21.8,79.6,20.4,24835.80794,93.8,3.4,0.85,0.3,1.6,11.6,30.35,18.95,20.75,16.75
Virginia,Rockingham,39.8,0.053,74942,8.2,21.9,77.9,22.1,27942.65524,91.75,1.65,5,0.55,2.4,12.5,28.85,18.8,22.8,14.7
Virginia,Russell,42.4,0.088,28909,3,10.7,71.4,28.6,22324.00254,97.5,1,0.6,0.3,1,17.15,23.9,17.55,23.65,16.7
Virginia,Salem,40,0.059,24970,11.1,29.1,87.5,12.5,26971.12857,88.45,6.85,1.85,1.2,0.15,6.1,33.45,11.2,30.55,18.5
Virginia,Scott,44.3,0.084,22974,3.9,10.3,73.6,26.4,24527.95492,96.95,0.85,0.8,0.2,0.7,12.85,23.8,20.7,20.8,21.1
Virginia,Shenandoah,42.8,0.066,41159,6.5,17.5,82.7,17.3,28894.04953,90.5,1.8,5.75,0.55,1.5,12.85,27.75,17.6,23.6,16.75
Virginia,Smyth,42.3,0.088,32102,4.6,14.6,75.7,24.3,25361.65461,95.35,1.8,1.4,0.2,1.2,8.75,29.05,25.6,19.15,16.2
Virginia,Southampton,42.6,0.071,18373,3.5,12.6,73.4,26.6,26424.29937,58.85,38.7,0.8,0.3,2.7,14.25,24.95,20.5,19.75,17.9
Virginia,Spotsylvania,35.7,0.05,120454,10.9,29.9,88.5,11.5,38810.65397,73.1,14.75,7,2.25,0.25,10.35,39.4,8,25.6,16.4
Virginia,Stafford,34.2,0.049,124698,14.2,35.4,91.5,8.5,42914.30571,68.95,16.45,8.6,2.65,0.1,10.4,44,6.9,24.4,14.25
Virginia,Staunton,42.8,0.064,23695,10.3,28.5,82.7,17.3,26362.58826,83.45,11.65,1.9,0.75,0.35,7.9,30.8,14.1,28,18.95
Virginia,Suffolk,37.5,0.068,82823,8.7,25.1,84.7,15.3,35185.89397,52.3,41.4,2.7,1.5,0.6,9.8,35.5,14.75,24.35,14.95
Virginia,Surry,43.5,0.073,7042,5.8,13.6,78.8,21.2,29919.84349,50.65,46.8,1.1,0.2,1.6,13.5,21.15,22.25,23.45,18
Virginia,Sussex,41,0.083,12069,3.7,10,67.8,32.2,20157.1073,38.25,58.5,1.65,0.4,4.1,10.95,19.1,20.6,23.05,22.1
Virginia,Tazewell,43.4,0.07,44692,4.2,14.3,75.6,24.4,23272.09238,94.75,2.9,0.45,0.7,0.55,13.95,28.45,14.2,25.3,17.45
Virginia,Virginia Beach,34.6,0.056,436458,10.9,31.9,92.5,7.5,32945.33429,65.55,18.85,6.2,5.7,0.2,9.35,38.1,8.1,28.1,16.2
Virginia,Warren,39.1,0.059,36831,8.1,21.4,83.3,16.7,34137.02444,89,4.75,3.25,0.9,0.3,16.85,28.6,11.85,24.9,17.55
Virginia,Washington,43,0.071,53711,7.1,20.5,80.4,19.6,25277.39524,96.25,1.25,1.15,0.4,0.65,10.7,29.85,17.15,25.45,16.15
Virginia,Waynesboro,38.6,0.069,21352,7.9,21.8,81.2,18.8,25559.07429,80.45,10.4,5.9,0.8,0,9.9,28.5,20.3,25.25,16.05
Virginia,Westmoreland,45.7,0.075,17378,7.5,15.9,76.5,23.5,27805.64191,63.95,27.9,5.35,0.35,2.55,16.95,27.4,11.4,25.1,16.5
Virginia,Williamsburg,23.1,0.134,13199,19.6,43.3,93.5,6.5,6330.513651,73.75,13.05,5.05,5.3,0,4,39.3,5.25,26.5,24.95
Virginia,Winchester,37,0.068,26090,12.9,29.7,79.7,20.3,25532.34921,71.25,10.65,13.5,2.1,8.2,8.5,33.35,10.8,20.85,18.3
Virginia,Wise,39.4,0.077,41583,3.5,11.3,70.3,29.7,21771.56889,92.35,5.25,1.05,0.35,0.35,17.4,25.9,12.7,26.65,17
Virginia,Wythe,42.6,0.067,28876,4.6,14,77,23,22275.03302,94.6,3.25,0.95,0.45,1.4,8.35,25,23.95,23.45,17.85
Virginia,York,39.3,0.051,63366,18.1,41.5,94.5,5.5,37924.39841,74.8,13.4,4.3,4.4,0.1,7.45,50.3,6.9,22.2,13.1
Washington,Adams,29.6,0.088,17878,4.8,13.4,67.5,32.5,21489.55778,40.85,0.25,57.05,0.3,11.55,12.15,26.4,18.6,17,14.35
Washington,Asotin,43,0.088,21410,7.3,18.2,88.9,11.1,22257.1054,93,0.2,2.8,0.6,0.9,6.9,28.55,18.7,22.8,22.2
Washington,Benton,35.8,0.087,168127,10.7,27.6,88,12,31006.75461,76.2,1.25,17.3,2.55,3.05,9.8,37.9,10.95,22.65,15.65
Washington,Chelan,39.7,0.077,71560,8.3,23.2,83.1,16.9,25015.66921,72.2,0.25,24.4,0.75,6.65,9.25,31.3,12.55,22.1,18.2
Washington,Clallam,48.5,0.099,70806,9.5,23.3,91.1,8.9,24798.57461,85.35,0.8,4.85,1.5,2.25,11.45,31.15,11.25,22.45,21.45
Washington,Clark,36.2,0.104,420784,8.9,25.7,90.8,9.2,32015.43746,82.9,1.75,7.1,3.9,0.35,9.7,34.2,14.4,26.05,15.35
Washington,Columbia,47.2,0.102,4031,6.6,20,89.4,10.6,24926.70286,89.8,0.15,5.55,0.65,4.05,9.2,36.25,8.6,22.85,19.1
Washington,Cowlitz,39.5,0.109,101142,4.7,14.7,86.1,13.9,27034.81238,86.75,0.55,7.15,1.3,2.55,11.7,27.6,17.85,22.05,18.25
Washington,Douglas,36.6,0.075,37288,5.9,17.3,79.3,20.7,23190.08762,69.65,0.3,26.85,0.7,9.75,9.75,23.95,12.15,25.05,19.4
Washington,Ferry,46.4,0.13,7497,5.7,16.7,88.6,11.4,21410.76603,75.6,0.25,3.35,1.25,5.05,10.1,29.6,16.75,25.65,12.85
Washington,Franklin,28.4,0.094,73960,4.6,14.6,67.6,32.4,22461.96572,44.25,1.75,50.2,1.8,11.75,9.55,23.35,15.3,20.15,19.9
Washington,Garfield,49.7,0.078,2197,5.4,17.7,91.7,8.3,24856.43588,91.9,0,5.5,1.1,4.9,14.1,37.2,9.5,19.6,14.75
Washington,Grant,32.2,0.094,86366,4.5,14.4,75,25,22740.17778,58.8,0.85,36.95,0.95,13.7,9.35,25.8,14.7,19.75,16.65
Washington,Grays Harbor,41.6,0.125,71957,4.9,14.5,84.4,15.6,25031.93556,82.5,0.8,7.9,1.3,3.2,12.45,23.7,16.05,22.2,22.45
Washington,Island,42.4,0.082,79614,11.3,29.8,94.8,5.2,28786.70286,84.5,1.8,4.85,4.1,0.45,12.5,33.45,9.6,24.75,19.3
Washington,Jefferson,52.7,0.094,29547,15.4,34.8,94.2,5.8,22075.42222,89.8,0.7,2.75,1.3,1.65,11.75,37,9.3,23.6,16.65
Washington,King,36.9,0.068,1895018,16.4,45.2,91.9,8.1,38516.32191,66.7,5.85,8.2,13.75,0.2,6.6,46.9,8.85,23.2,14.35
Washington,Kitsap,38.9,0.074,244979,10,28,92.7,7.3,31583.19365,80.45,2.5,5.55,4.6,0.4,11.3,37.25,9.9,22.95,18.2
Washington,Kittitas,32.2,0.083,39671,11.8,31.9,89.8,10.2,17021.49397,86.2,0.6,7.2,2.55,2.7,11.65,33.3,7.95,23.95,20.55
Washington,Klickitat,44.9,0.096,20192,5.6,17.9,87.2,12.8,23527.83651,84.05,0.2,9.95,0.6,5.5,12.9,31.85,16.4,18.45,14.95
Washington,Lewis,41.1,0.124,74457,5.8,15,84.9,15.1,26023.88857,87,0.5,8.1,0.75,3.4,11.85,26.95,17.3,22.7,17.75
Washington,Lincoln,46.7,0.077,10406,6.3,20.3,91.3,8.7,26165.30032,93,0.25,2.5,0.2,2.95,10.2,36.85,9.6,21.55,18.85
Washington,Mason,43.6,0.104,58520,5.7,17.9,86.6,13.4,27107.25588,83.65,1.1,7.3,1.25,3.1,12.45,29.05,13.8,22.85,18.8
Washington,Okanogan,42.2,0.092,40413,7,17.7,83.8,16.2,22175.92508,69.25,0.35,17,0.65,7.15,8.95,31.6,10.8,23.45,18
Washington,Pacific,49.8,0.113,21130,6,16.8,86.1,13.9,23403.81714,85.2,0.3,7.45,2,5.5,8.9,30.05,14.05,21.25,20.25
Washington,Pend Oreille,46.4,0.116,12868,6.1,17.9,87.7,12.3,23182.72476,90.45,0.3,2.05,0.8,2.15,16.25,30,14.75,18.2,18.65
Washington,Pierce,35.6,0.089,784782,8.1,23.4,89.8,10.2,32652.56921,71.85,6.55,8.4,5.7,0.3,10.35,32.1,13.4,26.25,17.7
Washington,San Juan,51.9,0.062,15532,18.3,44.9,94.3,5.7,29121.43936,91.55,0.35,4.3,1.3,0.5,16.35,36.2,6.15,21.95,18.9
Washington,Skagit,39.9,0.092,116526,8.7,23.2,87.7,12.3,28732.28476,78.05,0.55,15.7,1.85,3.45,10.55,29.5,14.75,24.35,17.35
Washington,Skamania,43.1,0.108,10866,6.8,19.7,90.2,9.8,28449.0054,89.4,0.25,5.3,0.75,2.4,10.9,31.45,13.95,21.9,19.5
Washington,Snohomish,36.7,0.078,693522,8.3,28.2,90.7,9.3,36464.12286,76.25,2.25,8,8.35,0.5,11.3,35.55,11.05,25.9,15.65
Washington,Spokane,36.6,0.086,463074,10.1,27.9,92,8,26726.46508,87.4,1.55,4.2,2.1,0.3,7.65,34.65,11.3,27.45,18.6
Washington,Stevens,44,0.115,42632,5.8,19.2,90.2,9.8,24754.08159,88.05,0.4,2.65,0.65,1.75,12.05,29.4,13.5,24.65,18.6
Washington,Thurston,38.3,0.078,245756,12.4,31.6,92.6,7.4,35119.40127,79.9,2.6,6.5,5.05,0.7,8.35,40.35,8.75,25.3,16.6
Washington,Wahkiakum,51.1,0.122,3976,4.6,15.3,92.4,7.6,21954.83143,92.85,0.1,2.75,0.4,6.85,12.35,26.9,12.4,27.7,13.75
Washington,Walla Walla,36.9,0.072,58288,10,24.2,86.6,13.4,22105.4673,75.2,1.55,18.95,1.4,4.9,6.4,34.35,9.9,22.2,22.25
Washington,Whatcom,36.2,0.075,197013,10.7,31.7,90.7,9.3,24367.51302,82.95,0.95,7.25,3.55,1.75,8.8,32.2,11.75,26.25,19.25
Washington,Whitman,24.3,0.063,43284,21.6,47.4,95.7,4.3,11947.70254,82.7,1.85,4.35,7.35,1.4,4.45,45.15,6.75,21.6,20.6
Washington,Yakima,32.3,0.098,238071,6,15.6,70.8,29.2,21733.37428,49.55,0.8,42.9,1,11.3,7.45,25.7,16.45,21.55,17.55
West Virginia,Barbour,41.3,0.078,16055,4.9,13.3,80.4,19.6,19515.60349,96.5,0.6,0.5,0.2,1.15,18.35,22.2,19.75,21.9,16.6
West Virginia,Berkeley,37.1,0.07,101613,7.5,19.7,84.9,15.1,30884.14476,86.95,6.2,3.5,0.75,0.1,12.85,30.05,16.4,24.3,16.3
West Virginia,Boone,40.9,0.109,24814,3.3,8.2,71.5,28.5,30875.56191,97.95,0.9,0.6,0.05,0.2,21.4,27.8,14.75,20.15,15.65
West Virginia,Braxton,42.6,0.095,14538,3.1,9.5,73.9,26.1,22847.85302,97.55,0.6,0.45,0.25,1.85,21.15,20.7,15.4,20.5,20.4
West Virginia,Brooke,44.5,0.096,23935,5.7,15.6,87.9,12.1,24398.16476,96.75,1.2,0.5,0.4,0.15,10.7,26.75,15.85,24.35,22.2
West Virginia,Cabell,38.9,0.068,95435,9.7,23,85.7,14.3,22291.17365,91.4,4.7,1.05,1,0.1,7.1,33.05,11.05,27.6,21.05
West Virginia,Calhoun,44.5,0.109,7418,2.7,8,71.7,28.3,20271.2527,96,0.3,0.35,0.1,4.05,21.95,18.65,14.6,19.45,21.25
West Virginia,Clay,41.3,0.123,9723,4.2,8.3,73,27,25630.08064,98.05,0.3,0.2,0.05,0.2,19.6,24.6,16.25,23.45,15.9
West Virginia,Doddridge,41.8,0.071,7720,1.6,8,73.9,26.1,20491.64381,96.85,0.7,0.55,0.1,1.15,19.55,17.3,16.6,22.55,22.85
West Virginia,Fayette,41.9,0.082,46139,3.5,10.7,76.6,23.4,22215.29238,92.55,5,0.85,0.3,0.45,15.65,26.35,12.65,26.9,18
West Virginia,Gilmer,38.6,0.07,7791,4.3,12.2,74.9,25.1,11725.97492,78.65,12.3,5.3,0.75,0.2,11.7,21.85,13.45,18,34.9
West Virginia,Grant,42.8,0.108,11863,4.4,11.5,79.4,20.6,24088.75969,97.4,0.6,0.9,0.1,1.55,15.25,22.5,24.8,20.15,15.75
West Virginia,Greenbrier,44.5,0.078,35045,6.7,17.2,77.8,22.2,22476.35397,94.05,3.05,1.05,0.2,2.9,12.2,28,14.05,20.15,22.8
West Virginia,Hampshire,41.4,0.075,23182,3.5,9.4,78.4,21.6,24429.94191,96.5,0.8,0.9,0.2,1.5,16.25,19.1,26.45,19.7,17
West Virginia,Hancock,44.6,0.094,30445,5,15.3,87.5,12.5,24908.5108,95.1,2.25,0.95,0.3,0.2,8.95,27.3,18.7,23.8,21.05
West Virginia,Hardy,40.8,0.082,13756,3.7,9.5,80.9,19.1,23414.83524,94.35,1.8,2.65,0.5,3.3,14.7,19.4,31.25,17.15,14.25
West Virginia,Harrison,41.5,0.063,68731,6,17.6,84.1,15.9,25126.72095,95.1,1.5,1.25,0.55,0.45,11.45,30.85,11.9,27.35,18
West Virginia,Jackson,41.6,0.091,28675,4.2,14.5,82.2,17.8,27373.0727,97.95,0.15,0.5,0.35,0.1,10.85,33.15,16.75,23.9,15.2
West Virginia,Jefferson,38.4,0.051,52144,10.9,27.7,85.2,14.8,34317.12318,86.1,6.6,4.25,0.95,0.3,11.25,37.4,9.6,24.25,17.15
West Virginia,Kanawha,42.3,0.064,192343,9.2,23.4,85.9,14.1,27375.54349,88.3,6.65,1.2,1.1,0.1,8.8,35.15,10.2,28.2,17.45
West Virginia,Lewis,43.1,0.06,16793,3.5,12,79.4,20.6,22405.38318,97.45,0.55,0.4,0.35,1.15,16.15,23.85,15,22.3,21.55
West Virginia,Lincoln,40.7,0.099,21965,2.9,7.7,66.4,33.6,21057.28699,98.5,0.15,0.3,0.1,1.1,20.75,19.3,15.75,22.7,20.45
West Virginia,Logan,41.7,0.091,36148,3.3,8.9,74.9,25.1,25486.12889,95.55,2.45,0.65,0.35,0.65,16.4,26.35,13.75,27.25,15.65
West Virginia,Marion,41.3,0.063,56493,7.1,19.2,86.4,13.6,23259.25111,93.8,3.45,0.95,0.4,0.35,13.95,29.3,11.65,26.75,18.05
West Virginia,Marshall,43.6,0.083,33156,4.5,12.2,85.2,14.8,22194.14413,97.4,0.5,0.8,0.4,0,13.35,26.4,16.35,26.1,17.8
West Virginia,Mason,42.1,0.11,26430,3.9,10.3,79,21,24625.75048,97.5,0.7,0.25,0.15,1.75,12.45,23.05,21.7,23.45,17.55
West Virginia,McDowell,43.7,0.097,22542,2,6.3,59.6,40.4,22489.74794,87.95,10.75,0.45,0.05,0.1,17,28.35,16.5,20.5,17.55
West Virginia,Mercer,41.9,0.074,61857,5.7,16.4,79.1,20.9,22425.9327,91.45,5.85,0.7,0.6,0.1,12.65,30.55,13.7,26.05,17
West Virginia,Mineral,41.3,0.074,27586,6.3,13,86.4,13.6,24031.62476,94.9,2.75,0.75,0.3,0.3,12.45,25.55,19.35,24.8,17.55
West Virginia,Mingo,40.6,0.099,26700,3.8,9,69.5,30.5,26946.4073,96.15,2.55,0.2,0.25,0.3,19.45,23.4,16.85,21.25,18.75
West Virginia,Monongalia,29.3,0.049,92026,18.3,35.8,87.2,12.8,18607.93619,90.25,3.5,1.7,2.7,0.2,9.85,39.65,8.45,23.05,18.85
West Virginia,Monroe,44.4,0.064,13554,4.1,13.3,75.7,24.3,21859.74318,97.15,0.7,0.5,0.05,2.45,14.7,27.2,17.45,21.9,16.4
West Virginia,Morgan,43.5,0.073,16922,3.3,12.7,84.1,15.9,27269.38222,96.8,0.45,1.05,0.35,0.75,19.3,23.95,17.65,20.25,18.15
West Virginia,Nicholas,43.3,0.091,26158,5.9,13,79.9,20.1,22845.86539,98.7,0.1,0.5,0.15,0.8,17.1,25.3,17.5,22.7,16.7
West Virginia,Ohio,43,0.069,44404,10.3,25.9,89.1,10.9,23145.11746,92.9,3.6,0.75,0.85,0,8.55,33.25,11.5,25.65,21
West Virginia,Pendleton,47.1,0.062,7636,4.7,13.1,79.9,20.1,22948.94381,95.1,2.6,0.6,0.5,3.85,14.25,23.75,19.8,20.15,18.25
West Virginia,Pleasants,42.2,0.084,7532,3.8,10.4,87.1,12.9,21231.88191,96.85,1.5,0.4,0.05,1,14.3,29.15,14.95,23.05,17.55
West Virginia,Pocahontas,45.8,0.108,8659,3.2,13.5,79,21,22836.68318,97.45,0.75,0.75,0.25,2,19.2,22.4,15.75,21.95,18.65
West Virginia,Preston,41.3,0.064,31849,3.6,11.6,82.5,17.5,24650.81238,96.05,1.95,0.85,0.1,0.75,19.35,21.7,17.55,22.85,17.75
West Virginia,Putnam,40.8,0.058,55183,8.9,23.8,88.9,11.1,31500.5108,96.55,1,0.75,0.65,0.15,11.5,38.55,11.6,24.85,13.4
West Virginia,Raleigh,40.8,0.069,78772,5.8,15.4,78.4,21.6,24538.25778,88.25,8.1,1.25,0.9,0.45,14.85,28.9,10.35,27.75,17.8
West Virginia,Randolph,42.9,0.086,28891,7.2,17.6,81.1,18.9,21802.97111,96.85,1.1,0.6,0.35,0.95,10.85,28.95,16.35,23.65,19.3
West Virginia,Ritchie,43.3,0.071,10377,4.3,10.3,79.5,20.5,20577.08222,97.95,0.1,0.45,0.2,0.3,13.6,24.75,22,19.35,20.1
West Virginia,Roane,42.8,0.109,15024,3.4,9.1,76.6,23.4,22135.16603,97.7,0.05,0.75,0.15,0.2,23.75,20.1,15.85,24.55,15.55
West Virginia,Summers,45.3,0.09,13572,3.6,11.2,75.7,24.3,20573.62286,93.2,4.1,1.25,0.35,2.8,9.8,24.1,17.65,22.15,23.5
West Virginia,Taylor,42.1,0.07,16541,3.4,14.5,83.4,16.6,24453.28,97.1,0.8,0.75,0.35,0.65,13.85,26.25,16.55,25.6,17.1
West Virginia,Tucker,45.4,0.094,7001,5.1,13.7,81.5,18.5,20288.11302,99.2,0.1,0.3,0.05,1.6,17.35,26.45,14.7,16.1,23.9
West Virginia,Tyler,44.1,0.088,9089,2.5,8.3,82.8,17.2,23589.86127,98.6,0.1,0.3,0.1,0.6,15.8,23.9,20.6,20.55,18.55
West Virginia,Upshur,41.3,0.071,23910,5.8,15.2,79.6,20.4,22110.21588,97.05,0.55,0.85,0.35,1.1,12.35,28.25,16.2,23.55,18.55
West Virginia,Wayne,41.2,0.078,41988,4.4,12.7,78.1,21.9,23955.21937,98.05,0.25,0.55,0.25,0.1,11.2,26.15,16.3,26.9,19.25
West Virginia,Webster,43.8,0.124,9332,3,8,69.1,30.9,19904.33524,98.25,0.1,0.6,0.05,3.75,18.85,16.25,19.4,18.85,22.9
West Virginia,Wetzel,44.1,0.104,16545,5,12.6,82.5,17.5,22480.84159,98.2,0.3,0.5,0.15,0.4,16.2,25.7,17.55,20.45,19.7
West Virginia,Wirt,42.4,0.105,5706,3.9,11,84,16,24599.59556,97.85,0.1,0.25,0.1,1.85,15.7,23.1,25,23.85,10.5
West Virginia,Wood,41.7,0.073,86756,7.1,19.1,86.6,13.4,23762.89778,95.9,0.95,0.9,0.5,0.2,10.75,30.6,14.6,26.15,17.65
West Virginia,Wyoming,42.3,0.09,23723,3.8,9.3,72.7,27.3,25406.02508,97.65,0.75,0.3,0.2,0.95,24.65,26.25,13.95,17.35,16.85
Wisconsin,Adams,47.7,0.099,20637,3.8,10.8,84,16,22518.78762,91.25,3,3.4,0.55,1.25,11.35,20.95,21.5,24,20.9
Wisconsin,Ashland,40,0.087,16232,6.1,20.7,89.5,10.5,21371.25207,84.15,0.35,1.9,0.5,2.1,9.3,27.4,16.75,24.15,20.3
Wisconsin,Barron,42.2,0.076,45741,5.8,17.6,86.1,13.9,24736.19524,95.45,0.7,1.65,0.5,3,10.7,27.05,20.25,22.3,16.75
Wisconsin,Bayfield,48.2,0.103,14976,9.7,26.8,91.8,8.2,22769.08953,86.75,0.35,1.05,0.35,1.45,12.85,35.2,12.1,19.55,18.75
Wisconsin,Brown,36,0.063,245444,7.3,25.6,90,10,30113.81746,85,1.9,6.65,2.6,0.8,7.85,32.1,16.7,26.55,16
Wisconsin,Buffalo,42.8,0.057,13635,3.9,15.5,87.7,12.3,27146.38921,96.9,0.2,1.4,0.1,3,10,27.3,23.15,22.6,13.95
Wisconsin,Burnett,48.4,0.08,15784,5.1,16,88,12,23169.20064,91.45,0.55,1.25,0.35,0.9,12.35,26.65,18.6,22.7,18.85
Wisconsin,Calumet,37.5,0.054,46689,6.2,25.3,92,8,33142.30095,93.2,0.55,2.85,2.1,1.5,8.9,33.7,22.5,22.05,11.3
Wisconsin,Chippewa,39.8,0.065,61143,4.5,17.5,88.4,11.6,27342.30889,95.65,1,1.1,1.1,1.75,9.45,27.05,22.05,23.05,16.65
Wisconsin,Clark,37.1,0.071,34091,3.4,11.3,80.7,19.3,25277.65334,95.5,0.25,2.85,0.35,3.35,10.05,27.25,25.4,18.45,15.45
Wisconsin,Columbia,40.7,0.067,55891,6.2,19.9,90.6,9.4,31077.88159,94.75,1.15,2.3,0.35,1.5,11.7,28.85,17.65,24.1,16.2
Wisconsin,Crawford,43.4,0.076,16744,5.3,15.9,88.7,11.3,22440.62254,95.85,1.9,1,0.4,2.35,9.1,26.8,22.8,20.3,18.6
Wisconsin,Dane,34.3,0.047,482227,18,45.4,94.3,5.7,30910.04,83.15,4.7,5.35,4.45,0.5,6,46.05,8.55,24.6,14.35
Wisconsin,Dodge,39.9,0.073,88178,4.2,15.2,86.1,13.9,29302.72826,91.9,2.75,3.75,0.45,1.4,10.1,26.65,24.75,22.2,14.8
Wisconsin,Door,48.7,0.093,27843,9.2,27.5,92.5,7.5,26360.23207,95.95,0.45,1.85,0.4,0.8,12,30.15,14.8,23.25,18.95
Wisconsin,Douglas,39.8,0.064,44056,7.3,22,90.5,9.5,26338.10572,93.2,0.9,1.1,0.75,0.55,9.6,29.75,15.9,24.5,19.7
Wisconsin,Dunn,33.3,0.059,43136,8.8,24.9,90.7,9.3,22067.92254,94.35,0.4,1.25,2.4,1.95,9.8,30.5,17.7,24,16.1
Wisconsin,Eau Claire,33.1,0.059,98079,10,30.2,91.8,8.2,22494.85397,92.75,0.85,1.55,3.1,0.7,7.3,30.75,14.4,28.75,18.1
Wisconsin,Florence,47.3,0.073,4572,2.1,12.1,87.4,12.6,23834.58889,97.6,0.1,0.55,0.15,2.7,9.65,23.15,20.5,24.5,19.5
Wisconsin,Fond du Lac,39.8,0.066,100484,5.8,18,88.5,11.5,28236.54032,92.55,1.1,3.85,0.95,1.3,9.65,25.8,22.9,23.15,17.25
Wisconsin,Forest,43.4,0.095,9534,4.5,12,85.6,14.4,22205.98857,82.9,1.25,1.65,0.3,4.05,10.25,24.15,16.45,19.65,25.45
Wisconsin,Grant,36.5,0.058,50088,7.1,19.2,88.8,11.2,21634.21397,96.5,1.1,1.05,0.65,3.25,9,29.8,18.25,22.2,17.6
Wisconsin,Green,40.9,0.064,36236,5.7,18.8,90.1,9.9,30855.37461,95.85,0.55,2.2,0.4,2.05,10.05,31.95,17.9,24.05,14.05
Wisconsin,Green Lake,43.6,0.076,18848,5,16.5,87,13,26794.07207,94.8,0.5,3.4,0.45,1.85,11.65,25.65,22.9,22.05,15.95
Wisconsin,Iowa,40.5,0.062,23600,6.3,22.3,91.9,8.1,29467.94666,97.05,0.4,1.1,0.55,2.1,11.85,31.25,15.45,26.05,13.35
